invoice_no,contract_ref,contractor,well_name,rig,field,well_class,period_start,period_end,invoice_date,net_amount,vat_amount,invoice_total,adjustment
MDS-01476,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-013,NG-Rig 11,Qarn Alam North,Standard,12-Jun-2026,14-Jun-2026,21-Jun-2026,59462.88,8919.43,68382.31,0.00
MDS-01477,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-083,NG-Rig 23,Wadi Sahm,Standard,12-Jun-2026,15-Jun-2026,13-Jul-2026,67520.73,10128.11,77648.84,0.00
MDS-01478,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-101,NG-Rig 26,Qarn Alam North,Standard,12-Jun-2026,14-Jun-2026,09-Jul-2026,47052.46,7057.87,54110.33,0.00
MDS-01479,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-154,NG-Rig 35,Qarn Alam North,Standard,12-Jun-2026,17-Jun-2026,01-Jul-2026,136966.61,20544.99,157511.60,0.00
MDS-01480,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-206,NG-Rig 44,Qarn Alam North,Extended Reach,14-Jun-2026,17-Jun-2026,07-Jul-2026,103203.40,15480.51,118683.91,0.00
MDS-01481,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-030,NG-Rig 14,Burqan Deep,Standard,14-Jun-2026,19-Jun-2026,06-Jul-2026,108358.08,16253.71,124611.79,0.00
MDS-01482,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-013,NG-Rig 11,Qarn Alam North,Standard,15-Jun-2026,17-Jun-2026,29-Jun-2026,57882.72,8682.41,66565.13,0.00
MDS-01483,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-119,NG-Rig 30,Burqan Deep,Standard,15-Jun-2026,20-Jun-2026,12-Jul-2026,110282.58,16542.39,126824.97,0.00
MDS-01484,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-172,NG-Rig 38,Burqan Deep,Extended Reach,15-Jun-2026,17-Jun-2026,17-Jul-2026,83823.77,12573.57,96397.34,0.00
MDS-01485,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-101,NG-Rig 26,Qarn Alam North,Standard,15-Jun-2026,17-Jun-2026,05-Jul-2026,42240.02,6336.00,48576.02,0.00
MDS-01486,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-064,NG-Rig 21,Wadi Sahm,Extended Reach,15-Jun-2026,16-Jun-2026,02-Jul-2026,71485.91,10722.89,82208.80,0.00
MDS-01487,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-136,NG-Rig 32,Harran,Extended Reach,15-Jun-2026,19-Jun-2026,23-Jun-2026,123432.40,18514.86,141947.26,0.00
MDS-01488,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-083,NG-Rig 23,Wadi Sahm,Standard,16-Jun-2026,18-Jun-2026,30-Jun-2026,88582.75,13287.41,101870.16,0.00
MDS-01489,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-223,NG-Rig 47,Qarn Alam North,Standard,16-Jun-2026,19-Jun-2026,17-Jul-2026,149651.30,22447.70,172099.00,0.00
MDS-01490,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-047,NG-Rig 17,Qarn Alam North,Standard,17-Jun-2026,20-Jun-2026,18-Jul-2026,129306.28,19395.94,148702.22,0.00
MDS-01491,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-188,NG-Rig 41,Wadi Sahm,Standard,17-Jun-2026,19-Jun-2026,26-Jun-2026,45555.34,6833.30,52388.64,0.00
MDS-01492,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-013,NG-Rig 11,Qarn Alam North,Standard,18-Jun-2026,20-Jun-2026,24-Jun-2026,70000.79,10500.12,80500.91,0.00
MDS-01493,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-172,NG-Rig 38,Burqan Deep,Extended Reach,18-Jun-2026,22-Jun-2026,10-Jul-2026,84747.50,12712.12,97459.62,0.00
MDS-01494,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-101,NG-Rig 26,Qarn Alam North,Standard,18-Jun-2026,23-Jun-2026,17-Jul-2026,167562.59,25134.39,192696.98,0.00
MDS-01495,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-206,NG-Rig 44,Qarn Alam North,Extended Reach,18-Jun-2026,21-Jun-2026,16-Jul-2026,138569.26,20785.39,159354.65,0.00
MDS-01496,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-065,NG-Rig 21,Harran,Extended Reach,18-Jun-2026,21-Jun-2026,21-Jul-2026,97610.81,14641.62,112252.43,0.00
MDS-01497,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-154,NG-Rig 35,Qarn Alam North,Standard,18-Jun-2026,21-Jun-2026,28-Jun-2026,107620.74,16143.11,123763.85,0.00
MDS-01498,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-083,NG-Rig 23,Wadi Sahm,Standard,19-Jun-2026,24-Jun-2026,14-Jul-2026,194883.20,29232.48,224115.68,0.00
MDS-01499,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-223,NG-Rig 47,Qarn Alam North,Standard,20-Jun-2026,24-Jun-2026,22-Jul-2026,91556.71,13733.51,105290.22,0.00
MDS-01500,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-188,NG-Rig 41,Wadi Sahm,Standard,20-Jun-2026,25-Jun-2026,15-Jul-2026,119299.39,17894.91,137194.30,0.00
MDS-01501,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-030,NG-Rig 14,Burqan Deep,Standard,20-Jun-2026,22-Jun-2026,10-Jul-2026,104510.15,15676.52,120186.67,0.00
MDS-01502,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-136,NG-Rig 32,Harran,Extended Reach,20-Jun-2026,24-Jun-2026,06-Jul-2026,77541.35,11631.20,89172.55,0.00
MDS-01503,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-013,NG-Rig 11,Qarn Alam North,Standard,21-Jun-2026,24-Jun-2026,30-Jun-2026,96622.84,14493.43,111116.27,0.00
MDS-01504,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-119,NG-Rig 30,Burqan Deep,Standard,21-Jun-2026,24-Jun-2026,16-Jul-2026,122963.58,18444.54,141408.12,0.00
MDS-01505,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-047,NG-Rig 17,Qarn Alam North,Standard,21-Jun-2026,25-Jun-2026,17-Jul-2026,175256.02,26288.40,201544.42,0.00
MDS-01506,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-206,NG-Rig 44,Qarn Alam North,Extended Reach,22-Jun-2026,22-Jun-2026,16-Jul-2026,48093.05,7213.96,55307.01,0.00
MDS-01507,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-065,NG-Rig 21,Harran,Extended Reach,22-Jun-2026,25-Jun-2026,04-Jul-2026,64862.62,9729.39,74592.01,0.00
MDS-01508,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-154,NG-Rig 35,Qarn Alam North,Standard,22-Jun-2026,25-Jun-2026,28-Jun-2026,103884.96,15582.74,119467.70,0.00
MDS-01509,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-172,NG-Rig 38,Burqan Deep,Extended Reach,23-Jun-2026,26-Jun-2026,18-Jul-2026,66829.67,10024.45,76854.12,0.00
MDS-01510,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-030,NG-Rig 14,Burqan Deep,Standard,23-Jun-2026,25-Jun-2026,22-Jul-2026,99021.93,14853.29,113875.22,0.00
MDS-01511,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-101,NG-Rig 26,Qarn Alam North,Standard,24-Jun-2026,26-Jun-2026,14-Jul-2026,104556.65,15683.50,120240.15,0.00
MDS-01512,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-013,NG-Rig 11,Qarn Alam North,Standard,25-Jun-2026,30-Jun-2026,30-Jul-2026,145711.82,21856.77,167568.59,0.00
MDS-01513,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-083,NG-Rig 23,Wadi Sahm,Standard,25-Jun-2026,28-Jun-2026,05-Jul-2026,128861.26,19329.19,148190.45,0.00
MDS-01514,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-119,NG-Rig 30,Burqan Deep,Standard,25-Jun-2026,29-Jun-2026,17-Jul-2026,168042.43,25206.36,193248.79,0.00
MDS-01515,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-223,NG-Rig 47,Qarn Alam North,Standard,25-Jun-2026,27-Jun-2026,16-Jul-2026,49469.05,7420.36,56889.41,0.00
MDS-01516,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-136,NG-Rig 32,Harran,Extended Reach,25-Jun-2026,25-Jun-2026,30-Jun-2026,43244.85,6486.73,49731.58,0.00
MDS-01517,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-047,NG-Rig 17,Qarn Alam North,Standard,26-Jun-2026,30-Jun-2026,27-Jul-2026,205867.11,30880.07,236747.18,0.00
MDS-01518,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-030,NG-Rig 14,Burqan Deep,Standard,26-Jun-2026,30-Jun-2026,13-Jul-2026,175222.23,26283.33,201505.56,0.00
MDS-01519,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-065,NG-Rig 21,Harran,Extended Reach,26-Jun-2026,01-Jul-2026,15-Jul-2026,161620.08,24243.01,185863.09,0.00
MDS-01520,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-154,NG-Rig 35,Qarn Alam North,Standard,26-Jun-2026,01-Jul-2026,27-Jul-2026,135922.90,20388.44,156311.34,0.00
MDS-01521,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-172,NG-Rig 38,Burqan Deep,Extended Reach,27-Jun-2026,30-Jun-2026,03-Jul-2026,1253763.64,188064.55,1441828.19,0.00
MDS-01522,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-189,NG-Rig 41,Qarn Alam North,Extended Reach,27-Jun-2026,01-Jul-2026,23-Jul-2026,114845.63,17226.84,132072.47,0.00
MDS-01523,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-101,NG-Rig 26,Qarn Alam North,Standard,27-Jun-2026,30-Jun-2026,22-Jul-2026,141250.20,21187.53,162437.73,0.00
MDS-01524,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-223,NG-Rig 47,Qarn Alam North,Standard,28-Jun-2026,30-Jun-2026,28-Jul-2026,72953.62,10943.04,83896.66,0.00
MDS-01525,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-207,NG-Rig 44,Harran,Extended Reach,28-Jun-2026,30-Jun-2026,30-Jul-2026,84437.97,12665.70,97103.67,0.00
MDS-01526,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-083,NG-Rig 23,Wadi Sahm,Standard,29-Jun-2026,04-Jul-2026,14-Jul-2026,221944.31,33291.65,255235.96,0.00
MDS-01527,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-119,NG-Rig 30,Burqan Deep,Standard,30-Jun-2026,02-Jul-2026,19-Jul-2026,84055.58,12608.34,96663.92,0.00
MDS-01528,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-137,NG-Rig 32,Harran,Standard,30-Jun-2026,04-Jul-2026,02-Aug-2026,107993.69,16199.05,124192.74,0.00
MDS-01529,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-013,NG-Rig 11,Qarn Alam North,Standard,01-Jul-2026,04-Jul-2026,21-Jul-2026,59961.61,8994.24,68955.85,0.00
MDS-01530,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-047,NG-Rig 17,Qarn Alam North,Standard,01-Jul-2026,04-Jul-2026,21-Jul-2026,137139.75,20570.96,157710.71,0.00
MDS-01531,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-172,NG-Rig 38,Burqan Deep,Extended Reach,01-Jul-2026,03-Jul-2026,27-Jul-2026,62175.78,9326.37,71502.15,0.00
MDS-01532,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-101,NG-Rig 26,Qarn Alam North,Standard,01-Jul-2026,05-Jul-2026,04-Aug-2026,230602.08,34590.31,265192.39,0.00
MDS-01533,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-030,NG-Rig 14,Burqan Deep,Standard,01-Jul-2026,04-Jul-2026,10-Jul-2026,1243323.48,186498.52,1429822.00,0.00
MDS-01534,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-207,NG-Rig 44,Harran,Extended Reach,01-Jul-2026,05-Jul-2026,21-Jul-2026,79414.64,11912.20,91326.84,0.00
MDS-01535,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-189,NG-Rig 41,Qarn Alam North,Extended Reach,02-Jul-2026,07-Jul-2026,17-Jul-2026,91881.43,13782.21,105663.64,0.00
MDS-01536,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-065,NG-Rig 21,Harran,Extended Reach,02-Jul-2026,05-Jul-2026,18-Jul-2026,126401.90,18960.28,145362.18,0.00
MDS-01537,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-154,NG-Rig 35,Qarn Alam North,Standard,02-Jul-2026,04-Jul-2026,16-Jul-2026,44792.13,6718.82,51510.95,0.00
MDS-01538,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-119,NG-Rig 30,Burqan Deep,Standard,03-Jul-2026,06-Jul-2026,15-Jul-2026,139073.51,20861.03,159934.54,0.00
MDS-01539,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-172,NG-Rig 38,Burqan Deep,Extended Reach,04-Jul-2026,06-Jul-2026,10-Jul-2026,73949.89,11092.48,85042.37,0.00
MDS-01540,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-013,NG-Rig 11,Qarn Alam North,Standard,05-Jul-2026,07-Jul-2026,11-Jul-2026,73270.74,10990.61,84261.35,0.00
MDS-01541,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-083,NG-Rig 23,Wadi Sahm,Standard,05-Jul-2026,10-Jul-2026,08-Aug-2026,102465.67,15369.85,117835.52,0.00
MDS-01542,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-047,NG-Rig 17,Qarn Alam North,Standard,05-Jul-2026,07-Jul-2026,11-Jul-2026,106148.48,15922.27,122070.75,0.00
MDS-01543,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-137,NG-Rig 32,Harran,Standard,05-Jul-2026,10-Jul-2026,20-Jul-2026,81581.10,12237.16,93818.26,0.00
MDS-01544,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-030,NG-Rig 14,Burqan Deep,Standard,05-Jul-2026,08-Jul-2026,23-Jul-2026,122520.04,18378.01,140898.05,0.00
MDS-01545,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-154,NG-Rig 35,Qarn Alam North,Standard,05-Jul-2026,10-Jul-2026,22-Jul-2026,85794.08,12869.11,98663.19,0.00
MDS-01546,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-101,NG-Rig 26,Qarn Alam North,Standard,06-Jul-2026,07-Jul-2026,14-Jul-2026,93803.95,14070.59,107874.54,0.00
MDS-01547,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-224,NG-Rig 47,Wadi Sahm,Standard,06-Jul-2026,09-Jul-2026,17-Jul-2026,98534.19,14780.13,113314.32,0.00
MDS-01548,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-065,NG-Rig 21,Harran,Extended Reach,06-Jul-2026,08-Jul-2026,16-Jul-2026,117024.14,17553.62,134577.76,0.00
MDS-01549,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-207,NG-Rig 44,Harran,Extended Reach,06-Jul-2026,11-Jul-2026,19-Jul-2026,155671.21,23350.68,179021.89,0.00
MDS-01550,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-119,NG-Rig 30,Burqan Deep,Standard,07-Jul-2026,10-Jul-2026,29-Jul-2026,646176.18,96926.43,743102.61,0.00
MDS-01551,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-172,NG-Rig 38,Burqan Deep,Extended Reach,07-Jul-2026,09-Jul-2026,18-Jul-2026,100863.35,15129.50,115992.85,0.00
MDS-01552,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-047,NG-Rig 17,Qarn Alam North,Standard,08-Jul-2026,12-Jul-2026,07-Aug-2026,89077.83,13361.67,102439.50,0.00
MDS-01553,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-189,NG-Rig 41,Qarn Alam North,Extended Reach,08-Jul-2026,10-Jul-2026,03-Aug-2026,79354.20,11903.13,91257.33,0.00
MDS-01554,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-014,NG-Rig 11,Wadi Sahm,HPHT,09-Jul-2026,14-Jul-2026,05-Aug-2026,134803.82,20220.57,155024.39,0.00
MDS-01555,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-030,NG-Rig 14,Burqan Deep,Standard,09-Jul-2026,12-Jul-2026,31-Jul-2026,148732.70,22309.90,171042.60,0.00
MDS-01556,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-065,NG-Rig 21,Harran,Extended Reach,09-Jul-2026,13-Jul-2026,25-Jul-2026,229835.71,34475.36,264311.07,0.00
MDS-01557,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-172,NG-Rig 38,Burqan Deep,Extended Reach,10-Jul-2026,12-Jul-2026,22-Jul-2026,93492.11,14023.82,107515.93,0.00
MDS-01558,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-224,NG-Rig 47,Wadi Sahm,Standard,10-Jul-2026,15-Jul-2026,18-Jul-2026,92509.00,13876.35,106385.35,0.00
MDS-01559,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-083,NG-Rig 23,Wadi Sahm,Standard,11-Jul-2026,14-Jul-2026,01-Aug-2026,89008.72,13351.31,102360.03,0.00
MDS-01560,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-119,NG-Rig 30,Burqan Deep,Standard,11-Jul-2026,14-Jul-2026,10-Aug-2026,160994.44,24149.17,185143.61,0.00
MDS-01561,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-189,NG-Rig 41,Qarn Alam North,Extended Reach,11-Jul-2026,15-Jul-2026,09-Aug-2026,143549.77,21532.47,165082.24,0.00
MDS-01562,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-137,NG-Rig 32,Harran,Standard,11-Jul-2026,13-Jul-2026,25-Jul-2026,77149.37,11572.41,88721.78,0.00
MDS-01563,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-154,NG-Rig 35,Qarn Alam North,Standard,11-Jul-2026,12-Jul-2026,27-Jul-2026,56949.06,8542.36,65491.42,0.00
MDS-01564,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-207,NG-Rig 44,Harran,Extended Reach,12-Jul-2026,14-Jul-2026,06-Aug-2026,130855.54,19628.33,150483.87,0.00
MDS-01565,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-047,NG-Rig 17,Qarn Alam North,Standard,13-Jul-2026,17-Jul-2026,31-Jul-2026,102252.84,15337.93,117590.77,0.00
MDS-01566,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-172,NG-Rig 38,Burqan Deep,Extended Reach,13-Jul-2026,15-Jul-2026,03-Aug-2026,66783.16,10017.47,76800.63,0.00
MDS-01567,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-102,NG-Rig 26,Harran,Extended Reach,13-Jul-2026,15-Jul-2026,29-Jul-2026,83442.70,12516.40,95959.10,0.00
MDS-01568,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-030,NG-Rig 14,Burqan Deep,Standard,13-Jul-2026,16-Jul-2026,24-Jul-2026,171954.55,25793.18,197747.73,0.00
MDS-01569,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-137,NG-Rig 32,Harran,Standard,14-Jul-2026,18-Jul-2026,15-Aug-2026,210072.43,31510.86,241583.29,0.00
MDS-01570,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-065,NG-Rig 21,Harran,Extended Reach,14-Jul-2026,16-Jul-2026,11-Aug-2026,154404.36,23160.65,177565.01,0.00
MDS-01571,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-014,NG-Rig 11,Wadi Sahm,HPHT,15-Jul-2026,17-Jul-2026,15-Aug-2026,40690.15,6103.52,46793.67,0.00
MDS-01572,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-207,NG-Rig 44,Harran,Extended Reach,15-Jul-2026,20-Jul-2026,15-Aug-2026,244947.21,36742.08,281689.29,0.00
MDS-01573,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-172,NG-Rig 38,Burqan Deep,Extended Reach,16-Jul-2026,16-Jul-2026,20-Jul-2026,48709.75,7306.46,56016.21,0.00
MDS-01574,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-189,NG-Rig 41,Qarn Alam North,Extended Reach,16-Jul-2026,18-Jul-2026,21-Jul-2026,79264.84,11889.73,91154.57,0.00
MDS-01575,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-102,NG-Rig 26,Harran,Extended Reach,16-Jul-2026,20-Jul-2026,02-Aug-2026,79421.70,11913.26,91334.96,0.00
MDS-01576,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-224,NG-Rig 47,Wadi Sahm,Standard,16-Jul-2026,18-Jul-2026,29-Jul-2026,69468.53,10420.28,79888.81,0.00
MDS-01577,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-084,NG-Rig 23,Qarn Alam North,Extended Reach,17-Jul-2026,22-Jul-2026,13-Aug-2026,118281.83,17742.27,136024.10,0.00
MDS-01578,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-120,NG-Rig 30,Harran,Standard,17-Jul-2026,22-Jul-2026,30-Jul-2026,491789.03,73768.35,565557.38,0.00
MDS-01579,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-014,NG-Rig 11,Wadi Sahm,HPHT,18-Jul-2026,20-Jul-2026,10-Aug-2026,81663.25,12249.49,93912.74,0.00
MDS-01580,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-155,NG-Rig 35,Burqan Deep,Standard,18-Jul-2026,23-Jul-2026,10-Aug-2026,269618.66,40442.80,310061.46,0.00
MDS-01581,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-189,NG-Rig 41,Qarn Alam North,Extended Reach,19-Jul-2026,21-Jul-2026,15-Aug-2026,93099.13,13964.87,107064.00,0.00
MDS-01582,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-137,NG-Rig 32,Harran,Standard,19-Jul-2026,23-Jul-2026,01-Aug-2026,190237.74,28535.66,218773.40,0.00
MDS-01583,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-224,NG-Rig 47,Wadi Sahm,Standard,19-Jul-2026,22-Jul-2026,05-Aug-2026,126893.34,19034.00,145927.34,0.00
MDS-01584,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-048,NG-Rig 17,Harran,Standard,20-Jul-2026,22-Jul-2026,09-Aug-2026,82833.97,12425.10,95259.07,0.00
MDS-01585,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-066,NG-Rig 21,Burqan Deep,Extended Reach,20-Jul-2026,23-Jul-2026,18-Aug-2026,100280.12,15042.02,115322.14,0.00
MDS-01586,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-173,NG-Rig 38,Harran,Standard,21-Jul-2026,25-Jul-2026,03-Aug-2026,107510.16,16126.52,123636.68,0.00
MDS-01587,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-014,NG-Rig 11,Wadi Sahm,HPHT,21-Jul-2026,24-Jul-2026,01-Aug-2026,172734.30,25910.14,198644.44,0.00
MDS-01588,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-102,NG-Rig 26,Harran,Extended Reach,21-Jul-2026,23-Jul-2026,26-Jul-2026,85401.83,12810.27,98212.10,0.00
MDS-01589,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-207,NG-Rig 44,Harran,Extended Reach,21-Jul-2026,25-Jul-2026,09-Aug-2026,166860.20,25029.03,191889.23,0.00
MDS-01590,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-031,NG-Rig 14,Harran,Standard,22-Jul-2026,25-Jul-2026,08-Aug-2026,90442.25,13566.34,104008.59,0.00
MDS-01591,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-189,NG-Rig 41,Qarn Alam North,Extended Reach,22-Jul-2026,26-Jul-2026,13-Aug-2026,124689.01,18703.35,143392.36,0.00
MDS-01592,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-084,NG-Rig 23,Qarn Alam North,Extended Reach,23-Jul-2026,26-Jul-2026,05-Aug-2026,54336.68,8150.50,62487.18,0.00
MDS-01593,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-048,NG-Rig 17,Harran,Standard,23-Jul-2026,26-Jul-2026,08-Aug-2026,67374.08,10106.11,77480.19,0.00
MDS-01594,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-224,NG-Rig 47,Wadi Sahm,Standard,23-Jul-2026,26-Jul-2026,22-Aug-2026,114652.33,17197.85,131850.18,0.00
MDS-01595,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-120,NG-Rig 30,Harran,Standard,23-Jul-2026,28-Jul-2026,09-Aug-2026,98547.40,14782.11,113329.51,0.00
MDS-01596,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-102,NG-Rig 26,Harran,Extended Reach,24-Jul-2026,26-Jul-2026,24-Aug-2026,139330.82,20899.62,160230.44,0.00
MDS-01597,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-137,NG-Rig 32,Harran,Standard,24-Jul-2026,29-Jul-2026,03-Aug-2026,212267.28,31840.09,244107.37,0.00
MDS-01598,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-155,NG-Rig 35,Burqan Deep,Standard,24-Jul-2026,26-Jul-2026,22-Aug-2026,54329.29,8149.39,62478.68,0.00
MDS-01599,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-066,NG-Rig 21,Burqan Deep,Extended Reach,24-Jul-2026,29-Jul-2026,23-Aug-2026,470164.03,70524.60,540688.63,0.00
MDS-01600,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-014,NG-Rig 11,Wadi Sahm,HPHT,25-Jul-2026,29-Jul-2026,23-Aug-2026,199342.00,29901.30,229243.30,0.00
MDS-01601,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-031,NG-Rig 14,Harran,Standard,26-Jul-2026,30-Jul-2026,22-Aug-2026,84647.87,12697.18,97345.05,0.00
MDS-01602,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-173,NG-Rig 38,Harran,Standard,26-Jul-2026,31-Jul-2026,12-Aug-2026,127856.95,19178.54,147035.49,0.00
MDS-01603,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-207,NG-Rig 44,Harran,Extended Reach,26-Jul-2026,29-Jul-2026,22-Aug-2026,123990.06,18598.51,142588.57,0.00
MDS-01604,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-084,NG-Rig 23,Qarn Alam North,Extended Reach,27-Jul-2026,01-Aug-2026,29-Aug-2026,138339.72,20750.96,159090.68,0.00
