line_ref,invoice_no,line_no,service_date,well_name,service_code,description,unit,hole_section,day_status,depth_from_m,depth_to_m,quantity,unit_rate,amount,report_ref
MDS-01697-024,MDS-01697,24,30-Aug-2026,NGP-WS-208,PD-220,Downhole vibration mitigation tool,day,"12-1/4""",Operating,,,1,1148.35,1148.35,DDR-208-20260830
MDS-01697-025,MDS-01697,25,30-Aug-2026,NGP-WS-208,PD-230,Drilling dynamics memory sub,day,"12-1/4""",Operating,,,1,639.15,639.15,DDR-208-20260830
MDS-01697-026,MDS-01697,26,30-Aug-2026,NGP-WS-208,RM-510,"Hydraulic underreaming, reamed",metre,"12-1/4""",Operating,,,130,38.45,4998.50,DDR-208-20260830
MDS-01697-027,MDS-01697,27,30-Aug-2026,NGP-WS-208,RM-511,Underreamer rental,day,"12-1/4""",Operating,,,1,1379.15,1379.15,DDR-208-20260830
MDS-01697-028,MDS-01697,28,31-Aug-2026,NGP-WS-208,DD-101,"Directional driller, 24-hour coverage",person-day,"12-1/4""",Operating,,,2,1817.22,3634.44,DDR-208-20260831
MDS-01697-029,MDS-01697,29,31-Aug-2026,NGP-WS-208,DD-102,"Directional coordinator, office based",day,"12-1/4""",Operating,,,1,948.60,948.60,DDR-208-20260831
MDS-01697-030,MDS-01697,30,31-Aug-2026,NGP-WS-208,DD-120,"Rotary steerable system, circulating",hour,"12-1/4""",Operating,,,15,386.88,5803.20,DDR-208-20260831
MDS-01697-031,MDS-01697,31,31-Aug-2026,NGP-WS-208,HC-620,Drilling jar rental,day,"12-1/4""",Operating,,,1,607.65,607.65,DDR-208-20260831
MDS-01697-032,MDS-01697,32,31-Aug-2026,NGP-WS-208,HC-640,Cuttings bed monitoring,day,"12-1/4""",Operating,,,1,719.55,719.55,DDR-208-20260831
MDS-01697-033,MDS-01697,33,31-Aug-2026,NGP-WS-208,MW-301,MWD engineer,person-day,"12-1/4""",Operating,,,2,1639.59,3279.18,DDR-208-20260831
MDS-01697-034,MDS-01697,34,31-Aug-2026,NGP-WS-208,MW-310,MWD directional and gamma tool,day,"12-1/4""",Operating,,,1,2528.83,2528.83,DDR-208-20260831
MDS-01697-035,MDS-01697,35,31-Aug-2026,NGP-WS-208,MW-320,Pressure while drilling module,day,"12-1/4""",Operating,,,1,779.65,779.65,DDR-208-20260831
MDS-01697-036,MDS-01697,36,31-Aug-2026,NGP-WS-208,MW-330,Real-time data transmission,day,"12-1/4""",Operating,,,1,309.75,309.75,DDR-208-20260831
MDS-01697-037,MDS-01697,37,31-Aug-2026,NGP-WS-208,PD-201,Drilling optimisation engineer,person-day,"12-1/4""",Operating,,,1,2094.85,2094.85,DDR-208-20260831
MDS-01697-038,MDS-01697,38,31-Aug-2026,NGP-WS-208,PD-210,Performance drilling footage,metre,"12-1/4""",Operating,3256,3388,132,76.45,10091.40,DDR-208-20260831
MDS-01697-039,MDS-01697,39,31-Aug-2026,NGP-WS-208,PD-220,Downhole vibration mitigation tool,day,"12-1/4""",Operating,,,1,1148.35,1148.35,DDR-208-20260831
MDS-01697-040,MDS-01697,40,31-Aug-2026,NGP-WS-208,PD-230,Drilling dynamics memory sub,day,"12-1/4""",Operating,,,1,639.15,639.15,DDR-208-20260831
MDS-01697-041,MDS-01697,41,31-Aug-2026,NGP-WS-208,RM-510,"Hydraulic underreaming, reamed",metre,"12-1/4""",Operating,,,132,38.45,5075.40,DDR-208-20260831
MDS-01697-042,MDS-01697,42,31-Aug-2026,NGP-WS-208,RM-511,Underreamer rental,day,"12-1/4""",Operating,,,1,1379.15,1379.15,DDR-208-20260831
MDS-01697-043,MDS-01697,43,01-Sep-2026,NGP-WS-208,DD-101,"Directional driller, 24-hour coverage",person-day,"12-1/4""",Operating,,,2,1817.22,3634.44,DDR-208-20260901
MDS-01697-044,MDS-01697,44,01-Sep-2026,NGP-WS-208,DD-102,"Directional coordinator, office based",day,"12-1/4""",Operating,,,1,948.60,948.60,DDR-208-20260901
MDS-01697-045,MDS-01697,45,01-Sep-2026,NGP-WS-208,DD-120,"Rotary steerable system, circulating",hour,"12-1/4""",Operating,,,20,386.88,7737.60,DDR-208-20260901
MDS-01697-046,MDS-01697,46,01-Sep-2026,NGP-WS-208,HC-620,Drilling jar rental,day,"12-1/4""",Operating,,,1,614.66,614.66,DDR-208-20260901
MDS-01697-047,MDS-01697,47,01-Sep-2026,NGP-WS-208,HC-640,Cuttings bed monitoring,day,"12-1/4""",Operating,,,1,719.55,719.55,DDR-208-20260901
MDS-01697-048,MDS-01697,48,01-Sep-2026,NGP-WS-208,MW-301,MWD engineer,person-day,"12-1/4""",Operating,,,2,1639.59,3279.18,DDR-208-20260901
MDS-01697-049,MDS-01697,49,01-Sep-2026,NGP-WS-208,MW-310,MWD directional and gamma tool,day,"12-1/4""",Operating,,,1,2558.02,2558.02,DDR-208-20260901
MDS-01697-050,MDS-01697,50,01-Sep-2026,NGP-WS-208,MW-320,Pressure while drilling module,day,"12-1/4""",Operating,,,1,779.65,779.65,DDR-208-20260901
MDS-01697-051,MDS-01697,51,01-Sep-2026,NGP-WS-208,MW-330,Real-time data transmission,day,"12-1/4""",Operating,,,1,309.75,309.75,DDR-208-20260901
MDS-01697-052,MDS-01697,52,01-Sep-2026,NGP-WS-208,PD-201,Drilling optimisation engineer,person-day,"12-1/4""",Operating,,,1,2094.85,2094.85,DDR-208-20260901
MDS-01697-053,MDS-01697,53,01-Sep-2026,NGP-WS-208,PD-210,Performance drilling footage,metre,"12-1/4""",Operating,3388,3491,103,76.45,7874.35,DDR-208-20260901
MDS-01697-054,MDS-01697,54,01-Sep-2026,NGP-WS-208,PD-220,Downhole vibration mitigation tool,day,"12-1/4""",Operating,,,1,1148.35,1148.35,DDR-208-20260901
MDS-01697-055,MDS-01697,55,01-Sep-2026,NGP-WS-208,PD-230,Drilling dynamics memory sub,day,"12-1/4""",Operating,,,1,639.15,639.15,DDR-208-20260901
MDS-01697-056,MDS-01697,56,01-Sep-2026,NGP-WS-208,RM-510,"Hydraulic underreaming, reamed",metre,"12-1/4""",Operating,,,103,38.45,3960.35,DDR-208-20260901
MDS-01697-057,MDS-01697,57,01-Sep-2026,NGP-WS-208,RM-511,Underreamer rental,day,"12-1/4""",Operating,,,1,1379.15,1379.15,DDR-208-20260901
MDS-01697-058,MDS-01697,58,02-Sep-2026,NGP-WS-208,DD-101,"Directional driller, 24-hour coverage",person-day,"12-1/4""",Operating,,,2,1817.22,3634.44,DDR-208-20260902
MDS-01697-059,MDS-01697,59,02-Sep-2026,NGP-WS-208,DD-102,"Directional coordinator, office based",day,"12-1/4""",Operating,,,1,948.60,948.60,DDR-208-20260902
MDS-01697-060,MDS-01697,60,02-Sep-2026,NGP-WS-208,DD-120,"Rotary steerable system, circulating",hour,"12-1/4""",Operating,,,7,386.88,2708.16,DDR-208-20260902
MDS-01697-061,MDS-01697,61,02-Sep-2026,NGP-WS-208,HC-610,Wiper trip supervision,trip,"12-1/4""",Operating,,,1,1947.15,1947.15,DDR-208-20260902
MDS-01697-062,MDS-01697,62,02-Sep-2026,NGP-WS-208,HC-620,Drilling jar rental,day,"12-1/4""",Operating,,,1,614.66,614.66,DDR-208-20260902
MDS-01697-063,MDS-01697,63,02-Sep-2026,NGP-WS-208,HC-630,Casing drift and clean-out run,run,"12-1/4""",Operating,,,1,4295.85,4295.85,DDR-208-20260902
MDS-01697-064,MDS-01697,64,02-Sep-2026,NGP-WS-208,HC-640,Cuttings bed monitoring,day,"12-1/4""",Operating,,,1,719.55,719.55,DDR-208-20260902
MDS-01697-065,MDS-01697,65,02-Sep-2026,NGP-WS-208,MW-301,MWD engineer,person-day,"12-1/4""",Operating,,,2,1639.59,3279.18,DDR-208-20260902
MDS-01697-066,MDS-01697,66,02-Sep-2026,NGP-WS-208,MW-310,MWD directional and gamma tool,day,"12-1/4""",Operating,,,1,2558.02,2558.02,DDR-208-20260902
MDS-01697-067,MDS-01697,67,02-Sep-2026,NGP-WS-208,MW-320,Pressure while drilling module,day,"12-1/4""",Operating,,,1,779.65,779.65,DDR-208-20260902
MDS-01697-068,MDS-01697,68,02-Sep-2026,NGP-WS-208,MW-330,Real-time data transmission,day,"12-1/4""",Operating,,,1,309.75,309.75,DDR-208-20260902
MDS-01697-069,MDS-01697,69,02-Sep-2026,NGP-WS-208,PD-201,Drilling optimisation engineer,person-day,"12-1/4""",Operating,,,1,2094.85,2094.85,DDR-208-20260902
MDS-01697-070,MDS-01697,70,02-Sep-2026,NGP-WS-208,PD-220,Downhole vibration mitigation tool,day,"12-1/4""",Operating,,,1,1148.35,1148.35,DDR-208-20260902
MDS-01697-071,MDS-01697,71,02-Sep-2026,NGP-WS-208,PD-230,Drilling dynamics memory sub,day,"12-1/4""",Operating,,,1,639.15,639.15,DDR-208-20260902
MDS-01697-072,MDS-01697,72,02-Sep-2026,NGP-WS-208,RM-511,Underreamer rental,day,"12-1/4""",Operating,,,1,1379.15,1379.15,DDR-208-20260902
MDS-01697-073,MDS-01697,73,02-Sep-2026,NGP-WS-208,RM-530,Back-reaming while tripping,hour,"12-1/4""",Operating,,,7,264.55,1851.85,DDR-208-20260902
MDS-01698-001,MDS-01698,1,30-Aug-2026,NGP-BD-121,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1817.22,3634.44,DDR-121-20260830
MDS-01698-002,MDS-01698,2,30-Aug-2026,NGP-BD-121,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-121-20260830
MDS-01698-003,MDS-01698,3,30-Aug-2026,NGP-BD-121,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-121-20260830
MDS-01698-004,MDS-01698,4,30-Aug-2026,NGP-BD-121,DD-140,Well planning and anti-collision study,well,"26""",Operating,,,1,12489.50,12489.50,DDR-121-20260830
MDS-01698-005,MDS-01698,5,30-Aug-2026,NGP-BD-121,HC-620,Drilling jar rental,day,"26""",Operating,,,1,607.65,607.65,DDR-121-20260830
MDS-01698-006,MDS-01698,6,30-Aug-2026,NGP-BD-121,MB-701,Mobilisation to rig site,well,"26""",Operating,,,1,17890.41,17890.41,DDR-121-20260830
MDS-01698-007,MDS-01698,7,30-Aug-2026,NGP-BD-121,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1639.59,3279.18,DDR-121-20260830
MDS-01698-008,MDS-01698,8,30-Aug-2026,NGP-BD-121,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,4406.17,4406.17,DDR-121-20260830
MDS-01698-009,MDS-01698,9,30-Aug-2026,NGP-BD-121,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-121-20260830
MDS-01698-010,MDS-01698,10,31-Aug-2026,NGP-BD-121,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1817.22,3634.44,DDR-121-20260831
MDS-01698-011,MDS-01698,11,31-Aug-2026,NGP-BD-121,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-121-20260831
MDS-01698-012,MDS-01698,12,31-Aug-2026,NGP-BD-121,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-121-20260831
MDS-01698-013,MDS-01698,13,31-Aug-2026,NGP-BD-121,HC-620,Drilling jar rental,day,"26""",Operating,,,1,607.65,607.65,DDR-121-20260831
MDS-01698-014,MDS-01698,14,31-Aug-2026,NGP-BD-121,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1639.59,3279.18,DDR-121-20260831
MDS-01698-015,MDS-01698,15,31-Aug-2026,NGP-BD-121,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,4406.17,4406.17,DDR-121-20260831
MDS-01698-016,MDS-01698,16,31-Aug-2026,NGP-BD-121,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-121-20260831
MDS-01698-017,MDS-01698,17,01-Sep-2026,NGP-BD-121,DD-101,"Directional driller, 24-hour coverage",person-day,"26""",Operating,,,2,1817.22,3634.44,DDR-121-20260901
MDS-01698-018,MDS-01698,18,01-Sep-2026,NGP-BD-121,DD-102,"Directional coordinator, office based",day,"26""",Operating,,,1,948.60,948.60,DDR-121-20260901
MDS-01698-019,MDS-01698,19,01-Sep-2026,NGP-BD-121,DD-110,Positive displacement motor rental,day,"26""",Operating,,,1,1864.34,1864.34,DDR-121-20260901
MDS-01698-020,MDS-01698,20,01-Sep-2026,NGP-BD-121,DD-111,Motor redress and inspection,run,"26""",Operating,,,1,3589.45,3589.45,DDR-121-20260901
MDS-01698-021,MDS-01698,21,01-Sep-2026,NGP-BD-121,HC-610,Wiper trip supervision,trip,"26""",Operating,,,1,1947.15,1947.15,DDR-121-20260901
MDS-01698-022,MDS-01698,22,01-Sep-2026,NGP-BD-121,HC-620,Drilling jar rental,day,"26""",Operating,,,1,614.66,614.66,DDR-121-20260901
MDS-01698-023,MDS-01698,23,01-Sep-2026,NGP-BD-121,MW-301,MWD engineer,person-day,"26""",Operating,,,2,1639.59,3279.18,DDR-121-20260901
MDS-01698-024,MDS-01698,24,01-Sep-2026,NGP-BD-121,MW-310,MWD directional and gamma tool,day,"26""",Operating,,,1,4457.04,4457.04,DDR-121-20260901
MDS-01698-025,MDS-01698,25,01-Sep-2026,NGP-BD-121,MW-330,Real-time data transmission,day,"26""",Operating,,,1,309.75,309.75,DDR-121-20260901
MDS-01698-026,MDS-01698,26,01-Sep-2026,NGP-BD-121,RM-530,Back-reaming while tripping,hour,"26""",Operating,,,3,264.55,793.65,DDR-121-20260901
MDS-01699-001,MDS-01699,1,30-Aug-2026,NGP-HA-048,DD-101,"Directional driller, 24-hour coverage",person-day,"6""",Operating,,,2,1817.22,3634.44,DDR-048-20260830
MDS-01699-002,MDS-01699,2,30-Aug-2026,NGP-HA-048,DD-102,"Directional coordinator, office based",day,"6""",Operating,,,1,948.60,948.60,DDR-048-20260830
MDS-01699-003,MDS-01699,3,30-Aug-2026,NGP-HA-048,DD-110,Positive displacement motor rental,day,"6""",Operating,,,1,1254.71,1254.71,DDR-048-20260830
MDS-01699-004,MDS-01699,4,30-Aug-2026,NGP-HA-048,HC-620,Drilling jar rental,day,"6""",Operating,,,1,607.65,607.65,DDR-048-20260830
MDS-01699-005,MDS-01699,5,30-Aug-2026,NGP-HA-048,LW-401,LWD engineer,person-day,"6""",Operating,,,1,1831.17,1831.17,DDR-048-20260830
MDS-01699-006,MDS-01699,6,30-Aug-2026,NGP-HA-048,LW-410,"LWD resistivity, logged",metre,"6""",Operating,,,84,11.37,955.08,DDR-048-20260830
MDS-01699-007,MDS-01699,7,30-Aug-2026,NGP-HA-048,MW-301,MWD engineer,person-day,"6""",Operating,,,2,1639.59,3279.18,DDR-048-20260830
MDS-01699-008,MDS-01699,8,30-Aug-2026,NGP-HA-048,MW-310,MWD directional and gamma tool,day,"6""",Operating,,,1,2238.01,2238.01,DDR-048-20260830
MDS-01699-009,MDS-01699,9,30-Aug-2026,NGP-HA-048,MW-330,Real-time data transmission,day,"6""",Operating,,,1,309.75,309.75,DDR-048-20260830
MDS-01699-010,MDS-01699,10,31-Aug-2026,NGP-HA-048,DD-101,"Directional driller, 24-hour coverage",person-day,"6""",Operating,,,2,1817.22,3634.44,DDR-048-20260831
MDS-01699-011,MDS-01699,11,31-Aug-2026,NGP-HA-048,DD-102,"Directional coordinator, office based",day,"6""",Operating,,,1,948.60,948.60,DDR-048-20260831
MDS-01699-012,MDS-01699,12,31-Aug-2026,NGP-HA-048,DD-110,Positive displacement motor rental,day,"6""",Operating,,,1,1254.71,1254.71,DDR-048-20260831
MDS-01699-013,MDS-01699,13,31-Aug-2026,NGP-HA-048,HC-620,Drilling jar rental,day,"6""",Operating,,,1,607.65,607.65,DDR-048-20260831
MDS-01699-014,MDS-01699,14,31-Aug-2026,NGP-HA-048,LW-401,LWD engineer,person-day,"6""",Operating,,,1,1831.17,1831.17,DDR-048-20260831
MDS-01699-015,MDS-01699,15,31-Aug-2026,NGP-HA-048,LW-410,"LWD resistivity, logged",metre,"6""",Operating,,,67,11.37,761.79,DDR-048-20260831
MDS-01699-016,MDS-01699,16,31-Aug-2026,NGP-HA-048,MW-301,MWD engineer,person-day,"6""",Operating,,,2,1639.59,3279.18,DDR-048-20260831
MDS-01699-017,MDS-01699,17,31-Aug-2026,NGP-HA-048,MW-310,MWD directional and gamma tool,day,"6""",Operating,,,1,2238.01,2238.01,DDR-048-20260831
MDS-01699-018,MDS-01699,18,31-Aug-2026,NGP-HA-048,MW-330,Real-time data transmission,day,"6""",Operating,,,1,309.75,309.75,DDR-048-20260831
MDS-01699-019,MDS-01699,19,01-Sep-2026,NGP-HA-048,DD-101,"Directional driller, 24-hour coverage",person-day,"6""",Operating,,,2,1817.22,3634.44,DDR-048-20260901
MDS-01699-020,MDS-01699,20,01-Sep-2026,NGP-HA-048,DD-102,"Directional coordinator, office based",day,"6""",Operating,,,1,948.60,948.60,DDR-048-20260901
MDS-01699-021,MDS-01699,21,01-Sep-2026,NGP-HA-048,DD-110,Positive displacement motor rental,day,"6""",Operating,,,1,1254.71,1254.71,DDR-048-20260901
MDS-01699-022,MDS-01699,22,01-Sep-2026,NGP-HA-048,DD-111,Motor redress and inspection,run,"6""",Operating,,,1,3589.45,3589.45,DDR-048-20260901
MDS-01699-023,MDS-01699,23,01-Sep-2026,NGP-HA-048,HC-610,Wiper trip supervision,trip,"6""",Operating,,,1,1947.15,1947.15,DDR-048-20260901
MDS-01699-024,MDS-01699,24,01-Sep-2026,NGP-HA-048,HC-620,Drilling jar rental,day,"6""",Operating,,,1,614.66,614.66,DDR-048-20260901
MDS-01699-025,MDS-01699,25,01-Sep-2026,NGP-HA-048,LW-401,LWD engineer,person-day,"6""",Operating,,,1,1831.17,1831.17,DDR-048-20260901
MDS-01699-026,MDS-01699,26,01-Sep-2026,NGP-HA-048,LW-430,LWD data processing and final log,well,"6""",Operating,,,1,8394.75,8394.75,DDR-048-20260901
MDS-01699-027,MDS-01699,27,01-Sep-2026,NGP-HA-048,MB-702,Demobilisation from rig site,well,"6""",Operating,,,1,14196.25,14196.25,DDR-048-20260901
MDS-01699-028,MDS-01699,28,01-Sep-2026,NGP-HA-048,MW-301,MWD engineer,person-day,"6""",Operating,,,2,1639.59,3279.18,DDR-048-20260901
MDS-01699-029,MDS-01699,29,01-Sep-2026,NGP-HA-048,MW-310,MWD directional and gamma tool,day,"6""",Operating,,,1,2263.85,2263.85,DDR-048-20260901
MDS-01699-030,MDS-01699,30,01-Sep-2026,NGP-HA-048,MW-330,Real-time data transmission,day,"6""",Operating,,,1,309.75,309.75,DDR-048-20260901
MDS-01699-031,MDS-01699,31,01-Sep-2026,NGP-HA-048,RM-530,Back-reaming while tripping,hour,"6""",Operating,,,5,264.55,1322.75,DDR-048-20260901
MDS-01700-001,MDS-01700,1,30-Aug-2026,NGP-HA-067,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1817.22,3634.44,DDR-067-20260830
MDS-01700-002,MDS-01700,2,30-Aug-2026,NGP-HA-067,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-067-20260830
MDS-01700-003,MDS-01700,3,30-Aug-2026,NGP-HA-067,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-067-20260830
MDS-01700-004,MDS-01700,4,30-Aug-2026,NGP-HA-067,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,736.40,736.40,DDR-067-20260830
MDS-01700-005,MDS-01700,5,30-Aug-2026,NGP-HA-067,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,607.65,607.65,DDR-067-20260830
MDS-01700-006,MDS-01700,6,30-Aug-2026,NGP-HA-067,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1639.59,3279.18,DDR-067-20260830
MDS-01700-007,MDS-01700,7,30-Aug-2026,NGP-HA-067,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2895.51,2895.51,DDR-067-20260830
MDS-01700-008,MDS-01700,8,30-Aug-2026,NGP-HA-067,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-067-20260830
MDS-01700-009,MDS-01700,9,30-Aug-2026,NGP-HA-067,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-067-20260830
MDS-01700-010,MDS-01700,10,31-Aug-2026,NGP-HA-067,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1817.22,3634.44,DDR-067-20260831
MDS-01700-011,MDS-01700,11,31-Aug-2026,NGP-HA-067,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-067-20260831
MDS-01700-012,MDS-01700,12,31-Aug-2026,NGP-HA-067,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-067-20260831
MDS-01700-013,MDS-01700,13,31-Aug-2026,NGP-HA-067,DD-111,Motor redress and inspection,run,"17-1/2""",Operating,,,1,3589.45,3589.45,DDR-067-20260831
MDS-01700-014,MDS-01700,14,31-Aug-2026,NGP-HA-067,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,736.40,736.40,DDR-067-20260831
MDS-01700-015,MDS-01700,15,31-Aug-2026,NGP-HA-067,HC-610,Wiper trip supervision,trip,"17-1/2""",Operating,,,1,1947.15,1947.15,DDR-067-20260831
MDS-01700-016,MDS-01700,16,31-Aug-2026,NGP-HA-067,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,607.65,607.65,DDR-067-20260831
MDS-01700-017,MDS-01700,17,31-Aug-2026,NGP-HA-067,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1639.59,3279.18,DDR-067-20260831
MDS-01700-018,MDS-01700,18,31-Aug-2026,NGP-HA-067,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,2895.51,2895.51,DDR-067-20260831
MDS-01700-019,MDS-01700,19,31-Aug-2026,NGP-HA-067,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-067-20260831
MDS-01700-020,MDS-01700,20,31-Aug-2026,NGP-HA-067,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-067-20260831
MDS-01700-021,MDS-01700,21,31-Aug-2026,NGP-HA-067,RM-530,Back-reaming while tripping,hour,"17-1/2""",Operating,,,3,264.55,793.65,DDR-067-20260831
MDS-01700-022,MDS-01700,22,01-Sep-2026,NGP-HA-067,DD-101,"Directional driller, 24-hour coverage",person-day,"12-1/4""",Operating,,,2,1817.22,3634.44,DDR-067-20260901
MDS-01700-023,MDS-01700,23,01-Sep-2026,NGP-HA-067,DD-102,"Directional coordinator, office based",day,"12-1/4""",Operating,,,1,948.60,948.60,DDR-067-20260901
MDS-01700-024,MDS-01700,24,01-Sep-2026,NGP-HA-067,DD-120,"Rotary steerable system, circulating",hour,"12-1/4""",Operating,,,21,386.88,8124.48,DDR-067-20260901
MDS-01700-025,MDS-01700,25,01-Sep-2026,NGP-HA-067,HC-620,Drilling jar rental,day,"12-1/4""",Operating,,,1,614.66,614.66,DDR-067-20260901
MDS-01700-026,MDS-01700,26,01-Sep-2026,NGP-HA-067,HC-640,Cuttings bed monitoring,day,"12-1/4""",Operating,,,1,719.55,719.55,DDR-067-20260901
MDS-01700-027,MDS-01700,27,01-Sep-2026,NGP-HA-067,MW-301,MWD engineer,person-day,"12-1/4""",Operating,,,2,1639.59,3279.18,DDR-067-20260901
MDS-01700-028,MDS-01700,28,01-Sep-2026,NGP-HA-067,MW-310,MWD directional and gamma tool,day,"12-1/4""",Operating,,,1,2558.02,2558.02,DDR-067-20260901
MDS-01700-029,MDS-01700,29,01-Sep-2026,NGP-HA-067,MW-320,Pressure while drilling module,day,"12-1/4""",Operating,,,1,779.65,779.65,DDR-067-20260901
MDS-01700-030,MDS-01700,30,01-Sep-2026,NGP-HA-067,MW-330,Real-time data transmission,day,"12-1/4""",Operating,,,1,309.75,309.75,DDR-067-20260901
MDS-01701-001,MDS-01701,1,30-Aug-2026,NGP-HA-190,DD-101,"Directional driller, 24-hour coverage",person-day,"12-1/4""",Operating,,,2,1817.22,3634.44,DDR-190-20260830
MDS-01701-002,MDS-01701,2,30-Aug-2026,NGP-HA-190,DD-102,"Directional coordinator, office based",day,"12-1/4""",Operating,,,1,948.60,948.60,DDR-190-20260830
MDS-01701-003,MDS-01701,3,30-Aug-2026,NGP-HA-190,DD-120,"Rotary steerable system, circulating",hour,"12-1/4""",Operating,,,18,386.88,6963.84,DDR-190-20260830
MDS-01701-004,MDS-01701,4,30-Aug-2026,NGP-HA-190,HC-620,Drilling jar rental,day,"12-1/4""",Operating,,,1,607.65,607.65,DDR-190-20260830
MDS-01701-005,MDS-01701,5,30-Aug-2026,NGP-HA-190,HC-640,Cuttings bed monitoring,day,"12-1/4""",Operating,,,1,719.55,719.55,DDR-190-20260830
MDS-01701-006,MDS-01701,6,30-Aug-2026,NGP-HA-190,MW-301,MWD engineer,person-day,"12-1/4""",Operating,,,2,1639.59,3279.18,DDR-190-20260830
MDS-01701-007,MDS-01701,7,30-Aug-2026,NGP-HA-190,MW-310,MWD directional and gamma tool,day,"12-1/4""",Operating,,,1,2528.83,2528.83,DDR-190-20260830
MDS-01701-008,MDS-01701,8,30-Aug-2026,NGP-HA-190,MW-320,Pressure while drilling module,day,"12-1/4""",Operating,,,1,779.65,779.65,DDR-190-20260830
MDS-01701-009,MDS-01701,9,30-Aug-2026,NGP-HA-190,MW-330,Real-time data transmission,day,"12-1/4""",Operating,,,1,309.75,309.75,DDR-190-20260830
MDS-01701-010,MDS-01701,10,30-Aug-2026,NGP-HA-190,PD-201,Drilling optimisation engineer,person-day,"12-1/4""",Operating,,,1,2094.85,2094.85,DDR-190-20260830
MDS-01701-011,MDS-01701,11,30-Aug-2026,NGP-HA-190,PD-210,Performance drilling footage,metre,"12-1/4""",Operating,3571,3668,97,76.45,7415.65,DDR-190-20260830
MDS-01701-012,MDS-01701,12,30-Aug-2026,NGP-HA-190,PD-220,Downhole vibration mitigation tool,day,"12-1/4""",Operating,,,1,1148.35,1148.35,DDR-190-20260830
MDS-01701-013,MDS-01701,13,30-Aug-2026,NGP-HA-190,PD-230,Drilling dynamics memory sub,day,"12-1/4""",Operating,,,1,639.15,639.15,DDR-190-20260830
MDS-01701-014,MDS-01701,14,31-Aug-2026,NGP-HA-190,DD-101,"Directional driller, 24-hour coverage",person-day,"12-1/4""",Operating,,,2,1817.22,3634.44,DDR-190-20260831
MDS-01701-015,MDS-01701,15,31-Aug-2026,NGP-HA-190,DD-102,"Directional coordinator, office based",day,"12-1/4""",Operating,,,1,948.60,948.60,DDR-190-20260831
MDS-01701-016,MDS-01701,16,31-Aug-2026,NGP-HA-190,DD-120,"Rotary steerable system, circulating",hour,"12-1/4""",Operating,,,8,386.88,3095.04,DDR-190-20260831
MDS-01701-017,MDS-01701,17,31-Aug-2026,NGP-HA-190,HC-610,Wiper trip supervision,trip,"12-1/4""",Operating,,,1,1947.15,1947.15,DDR-190-20260831
MDS-01701-018,MDS-01701,18,31-Aug-2026,NGP-HA-190,HC-620,Drilling jar rental,day,"12-1/4""",Operating,,,1,607.65,607.65,DDR-190-20260831
MDS-01701-019,MDS-01701,19,31-Aug-2026,NGP-HA-190,HC-630,Casing drift and clean-out run,run,"12-1/4""",Operating,,,1,4295.85,4295.85,DDR-190-20260831
MDS-01701-020,MDS-01701,20,31-Aug-2026,NGP-HA-190,HC-640,Cuttings bed monitoring,day,"12-1/4""",Operating,,,1,719.55,719.55,DDR-190-20260831
